,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
TimeInSeconds:,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,519,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,520,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,521,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,18.834,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,522,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,523,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,524,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.493,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,525,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,526,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,527,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,528,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,529,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,530,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,531,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,4.906,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,532,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,533,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,534,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,535,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,536,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,537,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,538,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,539,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,540,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,541,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,542,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,543,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,544,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,545,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,546,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,22.709,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,547,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,548,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,549,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,550,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,551,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,552,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,553,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,554,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,555,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,556,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,557,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,558,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,559,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,560,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,561,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,562,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,563,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,564,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,565,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,566,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,567,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,568,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,569,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,570,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,571,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,4.681,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,572,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,573,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,574,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,575,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,576,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,577,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,578,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,579,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,580,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,581,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,582,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,583,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,584,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,585,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,586,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,587,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,588,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,589,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,590,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,591,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,592,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,593,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,594,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,595,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,596,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,5.369,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,597,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,598,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,599,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,600,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,601,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,602,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,603,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,604,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,605,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,606,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,22.979,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,607,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,608,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,609,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,610,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,611,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,612,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,613,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,614,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
